FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0001330-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,178.F,,,,,,,,,1330,1330,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Testa di giovane donna,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Come BB n. 1326G, soltanto migliore.",,1330,1330,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Head of youngish woman.,,Like my 1326G only better.,,1330,1330,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Head of a Youngish Woman.,,,,,
001333A-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,617.O,,,,,,,,,1333 A,1333A,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Allegorie della Fortezza e della Temperanza,"Simboli dei quattro Evangelisti disposti in modo degno di Benvenuto Cellini, e figura incoronata seduta, che regge un libro aperto iscritto in un circolo e tiene il piede sopra una figura prostrata, definita Sardanapallo.",,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,Opera del cervello e della mano di Filippino e non di un seguace.,,1333 A,1333A,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Symbolical representations of Force and Temperance.,"Symbols of four evangelists arranged in one almost Cellinesque design, and crowned seated figure holding circle framing an open book in her hands, and her feet on prostrate figure labelled Serdanapallo.",Filippino's brain and hand and not a follower's.,,1381,1381,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,School of,"Symbolical figures of ""Force and Temperance.""",Emblems of the Four Evangelists.,"Ascribed to Rovezzano, but certainly by some close follower of Filippino.",,,
001333B-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,Santarelli,http://santarelli,183,,,,,,,,,1333 B,1333B,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Quattro figure virili avvolte in pesanti panneggi e atteggiate a sorpresa; nello sfondo una figura inginocchiata presso un sarcofago e a destra vaghe indicazioni di un edificio circolare a molti piani, senza dubbio il Colosseo",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,Sembra una prima idea per gli Apostoli a sinistra nell'affresco dell'«Assunzione» in Santa Maria sopra Minerva a Roma (1488-93). Cfr. BB nn. 1382 e 1383 A.,,1333 B,1333B,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Four agitated male figures heavily draped. In background a figure kneeling close to a sarcophagus and to right vague indications of curving many-storied building, the Coliseum, no doubt.",,"Idea perhaps for apostles on left in Assumption of Virgin at S. Maria sopra Minerva, Rome, cf. my 1382, 1383A.",,,,,,,,,,,,
001341A-Berenson,Frankfurt,http://sws.geonames.org/2925533,Germany,http://sws.geonames.org/2921044,Städel Museum,http://viaf.org/viaf/312760956/,,,418,,,,,,,,,1341 A,1341A,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Giovane seduto; sopra il suo braccio destro alzato, il palmo di una mano aperta",,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,1341 A,1341A,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Young man seated and above his extended right arm the palm of an open hand. Evidently fragment of a sheet of drawing.,,"It used to be ascribed to Ghirlandajo, which fact may have influenced me to the extent of attributing this sketch to Alunno di Domenico.",,38,38,Alunno di Domenico,http://vocab.getty.edu/ulan/500028670,,"Young Man, draped, seated. ",,"Ascribed Ghirlandajo, but the type and the folds are Alunno's.",,,
001341B-Berenson,Frankfurt,http://sws.geonames.org/2925533,Germany,http://sws.geonames.org/2921044,Städel Museum,http://viaf.org/viaf/312760956/,,,,,,,,,,,,1341 B,1341B,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Busto di un giovane,,,,,,,,,,,,,,,,,,,,,,,1341 B,1341B,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Bust of young man.,,,,51,51,Amico di Sandro,http://vocab.getty.edu/ulan/500190835,,Portrait of Young Man.,,,,,
001341C-Berenson,Haarlem,http://sws.geonames.org/2755003,Netherlands,http://sws.geonames.org/2750405,Teylers Museum,http://viaf.org/viaf/156004392/,,,47,,,,,,,,,1341 C,1341C,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Giovane paludato in piedi, con un'asta nella mano sinistra e lo sguardo chino, quasi di profilo a destra, che fa un gesto di sorpresa",,,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,1341 C,1341C,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Heavily draped youth with staff in left hand standing and looking down almost in profile to right, with a gesture of surprise.",,,,,,,,,,,,,,
001341D-Berenson,Moscow,http://sws.geonames.org/524901,Russia,http://sws.geonames.org/2017370,The Pushkin State Museum of Fine Arts,http://viaf.org/viaf/123654613,,,,,Franz Koenigs,https://viaf.org/viaf/820991/,Haarlem,http://sws.geonames.org/2755003,Netherlands,http://sws.geonames.org/2750405,11,1341 D,1341D,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Due uomini, l'uno seduto verso sinistra, l'altro chinato verso sinistra, col piede destro sopra uno sgabello ed il mento nella mano destra",Due uomini in vivace conversazione.,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,1341 D,1341D,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Two men, one seated somewhat to left, the other leaning over to left with right foot on stool and with chin in right hand.",Two heavily draped men in lively conversation.,,,1384,1384,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,School of,"Two Men, heavily draped, in conversation. Hands bad, hatching rough, deliberate imitation.",,,,"No location: formerly Haarlem, Raccolta Koenigs, Inv. 11.",
001341F-Berenson,Moscow,http://sws.geonames.org/524901,Russia,http://sws.geonames.org/2017370,The Pushkin State Museum of Fine Arts,http://viaf.org/viaf/123654613,,,,,Franz Koenigs,https://viaf.org/viaf/820991/,Haarlem,http://sws.geonames.org/2755003,Netherlands,http://sws.geonames.org/2750405,13,1341 F,1341F,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Laocoonte,,,ink,http://vocab.getty.edu/aat/300015012,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,Cfr. BB n. 1329A.,,1341 F,1341F,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Study for Laocoon.,,Compare my 1329A.,,,,,,,,,,,"No location: formerly Haarlem, Raccolta Koenigs, Inv. 13.",
001341J-Berenson,Hamburg,http://sws.geonames.org/2911298,Germany,http://sws.geonames.org/2921044,Hamburger Kunsthalle,http://viaf.org/viaf/140194174/,,,21275,,,,,,,,,1341 J,1341J,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Uomo ammantato che avanza verso sinistra,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,1341 J,1341J,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Study for draped man striding towards Ieft.,,,,,,,,,,,,,,
01341J1-Berenson,Kansas City,http://sws.geonames.org/4273837,United States,http://sws.geonames.org/6252001,The Nelson-Atkins Museum of Art,http://viaf.org/viaf/139465505/,,,,,,,,,,,,1341 J-1,1341J-1,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Giovane paludato seduto in profilo a destra, con il lucco in testa e le mani in mano, e un giovane diacono seduto, con la palma del martirio nella mano destra ed un libro nella sinistra",,,ink,http://vocab.getty.edu/aat/300015012,red chalk,http://vocab.getty.edu/aat/300080064,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,"La figura paludata è la stessa di BB n. 1362, ma di qualità inferiore. Ciò nonostante non è escluso che sia autografa. La tecnica è insolita in Filippino, onde è lecito supporre ritocchi di una mano posteriore.",,,,,,,,,,,,,,,,,,,,,
0001342-Berenson,Lille,http://sws.geonames.org/2998324,France,http://sws.geonames.org/3017382,Palais des Beaux-Arts de Lille,http://viaf.org/viaf/160967235/,,,78,,,,,,,,,1342,1342,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Madonna seduta che sorregge il Bambino con la mano sinistra e tiene un libriccino nella destra,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Attribuito al Botticelli, ma è caratteristico degli ultimi anni di Filippino.",,1342,1342,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Study for a Madonna sitting stiffly, holding the Child with her Ieft hand and a small book in her right.",,"Ascribed to Botticelli, but a characteristic sketch of Filippino's last years.",,1342,1342,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Study for a Madonna sitting very stiffly, holding the Child with her left hand and a small book in her right.",,"Ascribed to Botticelli, but a characteristic sketch of Filippino's last years.",,,
0001343-Berenson,Lille,http://sws.geonames.org/2998324,France,http://sws.geonames.org/3017382,Palais des Beaux-Arts de Lille,http://viaf.org/viaf/160967235/,,,290,,,,,,,,,1343,1343,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Quattro nudi accovacciati, uno dei quali allontana gli occhi da un libro",,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Evidentemente figure intese per un soffitto, come i Patriarchi nella volta dellaCappella Strozzi in Santa Maria Novella .",,1343,1343,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Four crouching nudes, one of them holding a book from which he looks away.",,Evidently intended for such ceiling figures as the Patriarchs in the vaulting of the Strozzi Chapel.,,1343,1343,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Four crouching Nudes, one of them holding a book from which he looks away.",,Evidently intended for such ceiling figures as the Patriarchs in the vaulting of the Strozzi Chapel.,,,
001343A-Berenson,Lille,http://sws.geonames.org/2998324,France,http://sws.geonames.org/3017382,Palais des Beaux-Arts de Lille,http://viaf.org/viaf/160967235/,,,633,,,,,,,,,1343 A,1343A,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,"Donna avvolta in ampi panneggi, seduta per terra; a sinistra, due Angeli con libri in mano",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,Studio per la Sibilla Cumana in Santa Maria sopra Minerva a Roma (1488-93). Debbo la conoscenza di questo foglio a Philip Pouncey.,,,,,,,,,,,,,,,,,,,,No stars but no items in BB1938 and BB1903.,
01343A1-Berenson,Leipzig,http://sws.geonames.org/2879139,Germany,http://sws.geonames.org/2921044,Museum der Bildenden Künste,http://viaf.org/viaf/166349086/,,,,,,,,,,,,1343 A-1,1343A-1,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Testa di uomo glabro con lo sguardo abbassato verso destra,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,1341 K,1341K,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Head of clean-shaven elderly man looking down to right.,,,,,,,,,,,,,No star but no item in BB1903.,
000766B-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1946,0713.216",http://collection.britishmuseum.org/id/object/717657,,,,,,,,766 B,766B,,,,"Raffaellino del Garbo
",http://data.itatti.harvard.edu/florentinedrawings/entity/raffaellino_del_garbo,,Mano sinistra nella posizione di chi legge un libro,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,760 A,760A,Raffaellino del Garbo,http://data.itatti.harvard.edu/florentinedrawings/entity/raffaellino_del_garbo,,Two studies of hands.,,,,,,,,,,,,,,
000766C-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1946,0713.217",http://collection.britishmuseum.org/id/object/717656,,,,,,,,766 C,766C,,,,"Raffaellino del Garbo
",http://data.itatti.harvard.edu/florentinedrawings/entity/raffaellino_del_garbo,,Mano destra appoggiata ad una spalla,,,metalpoint,http://vocab.getty.edu/aat/300404633,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,,,760 A,760A,Raffaellino del Garbo,http://data.itatti.harvard.edu/florentinedrawings/entity/raffaellino_del_garbo,,Two studies of hands.,,,,,,,,,,,,,,
2509E64-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1946,0713.219",http://collection.britishmuseum.org/id/object/717386,,,,,,,,2509 E-6-4,2509E-6-4,,,,Luca Signorelli,http://vocab.getty.edu/ulan/500003947,,Testa virile in profilo a sinistra,,,charcoal,http://vocab.getty.edu/aat/300012862,,,,,,,,,,,,,,,,,"Schizzo o cartone per la testa del terzo Arcangelo da destra, nell'affresco dei ""Dannati"" ad Orvieto",,2509 B-5,2509B-5,Luca Signorelli,http://vocab.getty.edu/ulan/500003947,,Sketch or cartoon of head of archangel extreme right in fresco of the Damned at Orvieto,,Fragmentary.,,,,,,,,,,,,
02509N3-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1946,0713.22",http://collection.britishmuseum.org/id/object/716576,,,,,,,,2509 N-3,2509N-3,,,,Luca Signorelli,http://vocab.getty.edu/ulan/500003947,School of," Gruppo di nudi estatici; nell'angolo inferiore destro, studi per la base di una colonna I nudi a sinistra a penna, sopra una linea di contorno incisa; i nudi a destra a penna, sopra una linea di contorno perforata; la base della colonna a sanguigna",,,ink,http://vocab.getty.edu/aat/300015012,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,"Probabilmente una copia da uno studio del Signorelli per l'affresco con la ""Incoronazione degli Eletti"" nel Duomo di Orvieto.",,2509 K-2,2509K-2,Luca Signorelli,http://vocab.getty.edu/ulan/500003947,,"Copy of central group in Orvieto Resurrection. Pen over an incised outline on the Ieft-hand group, over a pricked outline on the right. Underneath, studies of base of column in red chalk",,Similar in quality to my 2509.N-1,,,,,,,,,,,,
001538A-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1946,0713.33",http://collection.britishmuseum.org/id/object/716080,,,,,,,,1538 A,1538A,,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,,"Pianta ed alzato di una struttura architettonica tripartita, mediante colonne in una nicchia centrale e in tabernacoli laterali sormontati da riquadri, il tutto poggiante su tre scalini e coronato da una cupola ",Frammento di una pianta architettonica,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,"Same as 1938, in Italian",,1397 A,1397A,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Below in brown ink elevation of building and sketch of small structure consisting of three openings led up to by three steps ,Diagram in black chalk,"Over the central opening a lunette, over the side ones square panels, over them a cornice and above it a dome like my 1566 (Oxford) and like Popp, pl. 69B (Casa Buonarroti) in connection with works at S. Lorenzo. To left above in Michelangelo's writing ""Sessantuno / l auena ce(n)to I A l orzo 37"" (in S. Lorenzo?)",,,,,,,,,,,"In BB_1938 in UK, Cheltenham, Fitzroy Fenwick private collection","I wrote in Y column ""Fitzroy Fenwick private collection"" because it wasn't a museum collection"
000138B-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1946,0713.34",http://collection.britishmuseum.org/id/object/716784,,,,,,,,138 B,138B,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Veduta di città cinta da mura,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,55 E,55E,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,View of walled-in town,,"Framed by Vasari. On back ""Antonio di Donnino"" scratched out and under it ""Michele di Ridolfo""",,,,,,,,,,,,"""già 55.E"" was BB 1938 where the drawing had another location: ""Cheltenham, Fitzroy Fenwick Collection"". Drawing missing in BB 1903"
001692A-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1946,0713.593",http://collection.britishmuseum.org/id/object/713157,,,,,,,,1692 A,1692A,544,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,School of,"Schizzo a soli contorni della ""Battaglia di Cascina"" corrispondente, nell'insieme, alla grisaille Holkham, ma con l'aggiunta, a sinistra, di tamburini, suonatori di piffero e cavalieri",,,ink,http://vocab.getty.edu/aat/300015012,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,1624 A,1624A,Michelangelo,http://vocab.getty.edu/ulan/500010654,,"Sketch in outlines corresponding, on the whole, with the Holkham grisaille, after the Bathers, with the addition on the left of a groups of drummers, fifers and horsemen",,,,,,,,,,,,,"In BB_1938 in UK, Cheltenham, Fitzroy Fenwick private collection",
001347C-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1946,0713.6",http://collection.britishmuseum.org/id/object/717588,,,,,,,,1347 C,1347C,,,,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,La morte di Meleagro,,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,Di questa elaborata composizione degli ultimi anni di Filippino esiste ad Oxford una variante più sobria (BB n. 1355 C). Per due studi di particolari vedi BB nn. 1300 e 855 D.,,1277 C,1277C,Filippino Lippi,http://vocab.getty.edu/ulan/500018029,,Sketch for Death of Meleager.,,"Elaborate composition from Filippino's last years. The scene takes place in a tent decorated with panoplies. The youthful hero lies on a oouoh with head hanging down and left arm falling limp. Three women behind him bend over and wail. To left two others try to put out the torch. Under the limp arm and leg of Meleager crouches his dog, and on the right appears the boar. The design may have been executed. A variant for the woman with the torch is my 1300. My 855D is more likely a faithful copy by David Ghirlandajo after an original by Filippino rather than by Filippino himself.",,,,,,,,,,,No star but no item in BB1903.,
